drugName,Review,rating,Processed_Review,sentiment_score
Topiramate,I have been on this medication almost two weeks started out on mg and working my way up to mg currently at mg No headaches at all so far and I was having crippling migraines a week I have lost lbs so far but note I am really paying close attention to what I am eating I have a lot of weight to lose and if weight loss is a side effect I want to help it along as much as I can Now other side effects they are there the word recall issues exist the memory issues the worst of it seems to be the vision disturbances there have been times I have just not driven because Im sure it would not have been safe The good news is it seems to be wearing offI have tons of energy and I am in a great mood,9,I medication almost two week started mg working way mg currently mg No headache far I crippling migraine week I lost lb far note I really paying close attention I eating I lot weight lose weight loss side effect I want help along much I Now side effect word recall issue exist memory issue worst seems vision disturbance time I driven Im sure would safe The good news seems wearing offI ton energy I great mood,0.9417322136461735
L-methylfolate,I have taken antidepressants for years with some improvement but mostly moderate to severe side affects which makes me go off them I only take Cymbalta now mostly for pain When I began Deplin I noticed a major improvement overnight More energy better disposition and no sinking to the low lows of major depression I have been taking it for about months now and feel like a normal person for the first time ever Best thing no side effects,10,I taken antidepressant year improvement mostly moderate severe side affect make go I take Cymbalta mostly pain When I began Deplin I noticed major improvement overnight More energy better disposition sinking low low major depression I taking month feel like normal person first time ever Best thing side effect,0.9999999832361937
Pentasa,I had Crohns with a resection years ago and have been mostly in remission since Have recently had a bad flare and narrowing at the anastomosis and need to be on medication but havent found one that I can handle Asacol gave me such serious body aching and fatigue that I could not function Pentasa immediately gave me heart palpitations and arrhythmias so I had to discontinue it,4,I Crohns resection year ago mostly remission since Have recently bad flare narrowing anastomosis need medication havent found one I handle Asacol gave serious body aching fatigue I could function Pentasa immediately gave heart palpitation arrhythmia I discontinue,0.23258456811308859
Dextromethorphan,Have a little bit of a lingering cough from a cold Not giving me much trouble except keeps me up at night I heard this was good so I took so I could get some sleep Helped tremendously with the cough but then I was having bad stomach cramps and diarrhea I hadnt eaten anything that should have upset my stomach and it didnt really feel like a quotbugquot so I looked up side effects for Delsym Now I wish I had done that first because I probably wouldnt have taken it So while it worked for my cough I still didnt get any sleep due to the stomach issues,4,Have little bit lingering cough cold Not giving much trouble except keep night I heard good I took I could get sleep Helped tremendously cough I bad stomach cramp diarrhea I hadnt eaten anything upset stomach didnt really feel like quotbugquot I looked side effect Delsym Now I wish I done first I probably wouldnt taken So worked cough I still didnt get sleep due stomach issue,0.1496381640434265
Nexplanon,Started Nexplanon months ago because I have a minimal amount of contraceptions I can take due to my inability to take the hormone that is used in most birth controls Im trying to give it time because it is one of my only options right now But honestly if I had options Id get it removed Ive never had acne problems in my life and immediately broke out after getting it implanted Sex drive is completely gone and I used to have sex with my boyfriend a few days a week now its completely forced and not even fun for me anymore I mean Im on birth control because I like having sex but dont want to get pregnant why take a birth control that takes away sex Very unhappy and hope that I get it back with time or Im getting it removed,3,Started Nexplanon month ago I minimal amount contraception I take due inability take hormone used birth control Im trying give time one option right But honestly I option Id get removed Ive never acne problem life immediately broke getting implanted Sex drive completely gone I used sex boyfriend day week completely forced even fun anymore I mean Im birth control I like sex dont want get pregnant take birth control take away sex Very unhappy hope I get back time Im getting removed,0.12188570797443388
Liraglutide,I have been taking Saxenda since July I had severe nausea for about a month once I got up to the dosage It has since subsided and the only side effect I notice now is the dry mouth I make sure to drink litres of water a day about glasses This helps with the weight loss as well as the constipation I have been reducing my dose to find a comfortable spot where I am still losing weight but dont feel like I am over medicating For me is working very well I also feel wearing a Fitbit has really helped I can track my food water exercise and steps it keeps me moving more When this started I could barely walk the length of myself without getting winded I have lost lbs so far,9,I taking Saxenda since July I severe nausea month I got dosage It since subsided side effect I notice dry mouth I make sure drink litre water day glass This help weight loss well constipation I reducing dose find comfortable spot I still losing weight dont feel like I medicating For working well I also feel wearing Fitbit really helped I track food water exercise step keep moving When started I could barely walk length without getting winded I lost lb far,0.9334157332777977
Trimethoprim,This drug worked very well for me and cleared up my UTI in a matter of hrs although I was on a day course of xmgdaily Unfortunately once the tablets finished the infection returned so needed a nd course Im currently taking a low dose at evening to keep the infection at bay while the specialists do some tests I normally get every side effect going and dread taking new medication in any form especially after an horrific experience with Ciorofloxacin but the only side effect I experienced with this was itchy ankles and feet on day two but that didnt last into third day so I would class this as a minor side effect and insignificant Good luck,9,This drug worked well cleared UTI matter hr although I day course xmgdaily Unfortunately tablet finished infection returned needed nd course Im currently taking low dose evening keep infection bay specialist test I normally get every side effect going dread taking new medication form especially horrific experience Ciorofloxacin side effect I experienced itchy ankle foot day two didnt last third day I would class minor side effect insignificant Good luck,0.9390756443142891
Amitriptyline,Ive been taking amitriptyline since January after being diagnosed with fibromyalgia I tried cymbalta for a week and my Dr decided that since it kept me awake that it wasnt a good fit for me even though it relieved my pain I started with mg After weeks I had some breakthrough pain so my Dr increased my dosage to mg and Im still on that dosage today For the first full year I was on this I never had pain and felt cured As time went on it seems to help control my pain I do still have pain but at a low manageable level I take this around pm each evening to avoid feeling overly drowsy in the mornings This med allows me to have a fairly normal life,9,Ive taking amitriptyline since January diagnosed fibromyalgia I tried cymbalta week Dr decided since kept awake wasnt good fit even though relieved pain I started mg After week I breakthrough pain Dr increased dosage mg Im still dosage today For first full year I I never pain felt cured As time went seems help control pain I still pain low manageable level I take around pm evening avoid feeling overly drowsy morning This med allows fairly normal life,0.967328742146492
Lamotrigine,Ive been on every medicine under the sun it seems to manage the hypomania mania of Bipolar Within a few days of starting Lamictal was on Tegretol it was as if someone had turned a light on in my head Is this the way quotnormalquot people think was one of the first things that struck me I sleep like a log have no irritability almost no anger other than what would be considered normal I am able to focus and my creative impulsive thoughts have decreased enough to be manageable Its a God send as I would perennially be in a state of hypo mania which sounds great but I was physically and emotionally exhausted My libido is markedly lower but I wonder if that is perhaps an effect of not being hypo manic I take mg for anxiety,10,Ive every medicine sun seems manage hypomania mania Bipolar Within day starting Lamictal Tegretol someone turned light head Is way quotnormalquot people think one first thing struck I sleep like log irritability almost anger would considered normal I able focus creative impulsive thought decreased enough manageable Its God send I would perennially state hypo mania sound great I physically emotionally exhausted My libido markedly lower I wonder perhaps effect hypo manic I take mg anxiety,0.9999999552965164
Nilotinib,I have been on Tasigna for just over years now mg x times a day Tasigna worked for me within a few weeks I have been in remission for basically the entire years As for the side effects I feel sick to my stomach tired severe leg and arm pain I cant walk to long without needing a break I went from working full time to not working at all because I am so tired all the time but hey I am in remission and alive so is all the above really a problem Nope,10,I Tasigna year mg x time day Tasigna worked within week I remission basically entire year As side effect I feel sick stomach tired severe leg arm pain I cant walk long without needing break I went working full time working I tired time hey I remission alive really problem Nope,1.0000000200234354
Atripla,Spring of I was hospitalized with pnuemonia and diagnosed with Lyme diease and full blown AIDS with CD count of quotquot viral load some number so high in the millions I could never remember I was taking Combivir and Kaletra with Dapsone for the st year then it stopped working I started Kaletra with the Dapsone my CD count is now and rising For a few weeks I was very aggressive and broke all my dishes in the house LOL I take vitamin supplements and drink a boost pluz every day LIfe is good now,8,Spring I hospitalized pnuemonia diagnosed Lyme diease full blown AIDS CD count quotquot viral load number high million I could never remember I taking Combivir Kaletra Dapsone st year stopped working I started Kaletra Dapsone CD count rising For week I aggressive broke dish house LOL I take vitamin supplement drink boost pluz every day LIfe good,0.9307473987340927
Trazodone,I have insomnia its horrible My story begins with my PCP prescribing me Prozac to help with intestinal issues because I was desperate I tried it I was on it for weeks Stopped because of insomnia Then I was prescribed Ativan it out me out but was very addicting I had rebound insomnia Then after about days I hardly any sleep l tried the doctor one more time I asked him about Trazadone He told me that was a good medication for insomnia He put me on mgs but stated I may have to figure out what dosage is best for me I am currently taking mgs which is on the low range of what is prescribed mgs being at the high end for insomnia I have the dry mouth and nasel congestion I can live with that I sleep now yeah,10,I insomnia horrible My story begin PCP prescribing Prozac help intestinal issue I desperate I tried I week Stopped insomnia Then I prescribed Ativan addicting I rebound insomnia Then day I hardly sleep l tried doctor one time I asked Trazadone He told good medication insomnia He put mg stated I may figure dosage best I currently taking mg low range prescribed mg high end insomnia I dry mouth nasel congestion I live I sleep yeah,1.0
Etonogestrel,Nexplanon does its job I can have worry free sex The only thing is that my periods are sometimes light and sometimes heavy Sometimes they go away and sometimes they show up unexpected I also feel somewhat depressed Not sure if its Nexplanon or not Ive had Nexplanont for about months now but despite the side effects its the most effective birth control Ive ever used and I do not plan on taking it out,9,Nexplanon job I worry free sex The thing period sometimes light sometimes heavy Sometimes go away sometimes show unexpected I also feel somewhat depressed Not sure Nexplanon Ive Nexplanont month despite side effect effective birth control Ive ever used I plan taking,0.9968626435846091
Etanercept,I live in Western Australia and disturbed by some comments on here The cost of Embrel is cost of an ordinary prescription for me the government pays the remainder of the cost to the chemist I also go to the the medical centre every Saturday morning a Dr looks over my prescription and then he advises the nurse to administer the injection also no cost to myself and this is part of nurses duties I am unsure of the country where people who have made comments referring to cost and that nobody is there to administer the injection for them I am very lucky to live in Australia as we have the best health system worldwide and everybody is given the opportunity to receive proper medical help whether you are rich or poor there is no discrimination,10,I live Western Australia disturbed comment The cost Embrel cost ordinary prescription government pay remainder cost chemist I also go medical centre every Saturday morning Dr look prescription advises nurse administer injection also cost part nurse duty I unsure country people made comment referring cost nobody administer injection I lucky live Australia best health system worldwide everybody given opportunity receive proper medical help whether rich poor discrimination,1.0000000149011612
Tioconazole,Do not use the cream that comes with this It turned my hooha into a burning ring of fire It is am and I have to work tomorrow Its going to be a sleepless night for me,1,Do use cream come It turned hooha burning ring fire It I work tomorrow Its going sleepless night,0.7542934119701385
Azithromycin,Was prescribed one dose over the course of one day took pills of mg after a light lunch and had nausea and mild stomach painsupset Lying down did not alleviate the discomfort and threw up hours later Called up my doctor to check if I needed to take another dose but he said my body would have absorbed the pills by then Still experiencing mild stomach pains but nausea is mostly gone now,7,Was prescribed one dose course one day took pill mg light lunch nausea mild stomach painsupset Lying alleviate discomfort threw hour later Called doctor check I needed take another dose said body would absorbed pill Still experiencing mild stomach pain nausea mostly gone,0.8574159801006318
Eflornithine,Im writing a second review on Vaniqa I started using this in February this year Twice a day although some daystimes I do forget I just want to say how delighted I am to have found this It has totally and completely changed my life I had terrible male pattern hair growth all over my cheeks chin upper and lower lip and starting to grow down my neck I used to pluck for up to hrs a time every rd day but was never hair free I wouldnt kiss anyone hello or goodbye as even plucked the stubble could be felt under my skin months on im not scared of being caught in bright sunlight I pluck around once a fortnight and it takes around mins The hairs that are coming through are soft and downy My life is transformed,10,Im writing second review Vaniqa I started using February year Twice day although daystimes I forget I want say delighted I found It totally completely changed life I terrible male pattern hair growth cheek chin upper lower lip starting grow neck I used pluck hr time every rd day never hair free I wouldnt kiss anyone hello goodbye even plucked stubble could felt skin month im scared caught bright sunlight I pluck around fortnight take around min The hair coming soft downy My life transformed,0.9999999850988388
Daytrana,Hi all My son who is was diagnosed when he was in nd grade We tried everything before medication When we tried meds the first one made him loose weight fast The second gave him a nasty tic that thankfully went away as soon as he stopped the med the third worked for a couple of years and around January of last year we started to have problems so his doctor recommended Daytrana It has been wonderful for my son Easy to use he handles this for himself each day and takes it off when he gets home from school The patch effects last long enough for him to do his homework He does have issues with weight gain and sleep but he uses melatonin before bed if he feels like he will not be able to shut down The shortage is KILLING us,10,Hi My son diagnosed nd grade We tried everything medication When tried med first one made loose weight fast The second gave nasty tic thankfully went away soon stopped med third worked couple year around January last year started problem doctor recommended Daytrana It wonderful son Easy use handle day take get home school The patch effect last long enough homework He issue weight gain sleep us melatonin bed feel like able shut The shortage KILLING u,0.9999999850988388
Ativan,Honestly I have been taking ativan for years now mg twice daily It does help but it should be used as a tool for panic attacks NOT A SOLUTION I have tried so many antidepressants as well such as cymbalta cipralex and a couple more The best thing is to talk to close friends and family or even a psychiatrist talking to people and venting is honestly the best thing you can do for yourself even though it takes a lot of will power to do it I would love to hear other people opinion,6,Honestly I taking ativan year mg twice daily It help used tool panic attack NOT A SOLUTION I tried many antidepressant well cymbalta cipralex couple The best thing talk close friend family even psychiatrist talking people venting honestly best thing even though take lot power I would love hear people opinion,0.9413703244179488
Imitrex,At first I suffered through them This included splitting head pain nausea and vomiting I started using Excedrin after a while which helped if I took it right away Then that started to not work so well anymore I had one really bad one that lasted hours I was still throwing up at pm and I was now throwing up blood I went to the ER and when I finally got in they put me on an IV to hydrate me They then added Imitrex to the bag and I soon started feeling side effects My head felt like I was going to pass out My breathing became labored and it felt like someone was sitting on my chest They said that meant it was working After about two minutes everything was gone I got pills to take at home and they worked okay Not as fast,8,At first I suffered This included splitting head pain nausea vomiting I started using Excedrin helped I took right away Then started work well anymore I one really bad one lasted hour I still throwing pm I throwing blood I went ER I finally got put IV hydrate They added Imitrex bag I soon started feeling side effect My head felt like I going pas My breathing became labored felt like someone sitting chest They said meant working After two minute everything gone I got pill take home worked okay Not fast,0.973936927318573
Azithromycin,Very good response It is so useful for me,10,Very good response It useful,0.9999999427236617
Sertraline,week on Zoloft for anxiety and mood swings I take mg in the mornings with my breakfast Nausea on day one but that subsided as the week went on I get the jitters about hrs after taking it followed by yawning I feel much better though and less angrystressed,8,week Zoloft anxiety mood swing I take mg morning breakfast Nausea day one subsided week went I get jitter hr taking followed yawning I feel much better though le angrystressed,0.8806793093681335
Toradol,I am years old I had a multiple composite spinal injuries years ago The aches and pains unbearable I started taking antiinflammatories about years ago I started getting injections every month of Toradol and quotDepoquot something I am almost off all pain meds I mean I still have bad days but I can function again,10,I year old I multiple composite spinal injury year ago The ache pain unbearable I started taking antiinflammatories year ago I started getting injection every month Toradol quotDepoquot something I almost pain med I mean I still bad day I function,1.0000000670552254
Tioconazole,The burning is out of control about minutes after inserting it Sat in the bath trying to get this stuff out This is awful,1,The burning control minute inserting Sat bath trying get stuff This awful,0.030738369841128585
Viberzi,Have been taking Viberzi for a month now for IBSD and I cant be happier I have ZERO side effects Thank you for making me normal again,8,Have taking Viberzi month IBSD I cant happier I ZERO side effect Thank making normal,0.9199239045381546
Mobic,Reduced my pain by and lets me live a normal life again,10,Reduced pain let live normal life,1.0000000298023224
Dulcolax,SO MUCH PAIN In the last years I have suffered with a brain tumour so have been in a LOT of pain to the point of morphine everyday for a year Then I had brain surgerybut the pain from this pill came pretty close In serious pain to the point of blacking out hot and cold shivers and just sat in pain feeling like trapped windindigestion its just Ahhhh Dont take this,1,SO MUCH PAIN In last year I suffered brain tumour LOT pain point morphine everyday year Then I brain surgerybut pain pill came pretty close In serious pain point blacking hot cold shiver sat pain feeling like trapped windindigestion Ahhhh Dont take,0.023350662551820278
Morphine,I have been on morphine for at least yearsIt is the only medicine that seems to manage my pain Without it I would be in bed of the time With it I can have a life,8,I morphine least yearsIt medicine seems manage pain Without I would bed time With I life,0.9693200454115868
MoviPrep,I have taken this at least times for the last years I have had major problems with it since the first time Causing me MAJOR FATIGUE The last time I took it was years ago and I had very severe cramps and not having enough time to get to the bathroom I went to the hospital and the doctor said it didnt work good enough so he had me go home and do a second round I went back the next day and did the process with no energy I had to do it last night and it was even worse than the other times I was gagging it down and up all night with severe cramps I tried the second dose in the morning and I just about started throwing up so I called the office and they said to stop Once the doctor was done he said it didnt evacuate enough,2,I taken least time last year I major problem since first time Causing MAJOR FATIGUE The last time I took year ago I severe cramp enough time get bathroom I went hospital doctor said didnt work good enough go home second round I went back next day process energy I last night even worse time I gagging night severe cramp I tried second dose morning I started throwing I called office said stop Once doctor done said didnt evacuate enough,-0.05528257433325054
Trilafon,I had a similar experience Tremors in hands not really noticeable to someone watching unless they were looking for it but relief from the delusions I was experiencing My problem has been going on for over years so I anticipate it will not magically disappear and it didnt but the clarity of thinking I experience with this medicine really helps me,9,I similar experience Tremors hand really noticeable someone watching unless looking relief delusion I experiencing My problem going year I anticipate magically disappear didnt clarity thinking I experience medicine really help,0.989904748648405
Fluconazole,I am very prone to yeast infections I believe its due to my birth control as well as having unprotected sex Fluconazole has always cleared up my yeast infections with doses No side effects,8,I prone yeast infection I believe due birth control well unprotected sex Fluconazole always cleared yeast infection dos No side effect,0.9399356991052628
Contrave,I am just finishing my second week taking Contrave and have lost lbs It has been an interesting experience because the drug is definitely not an appetite suppressant yet it does help you control the urge to eat I have had mild side effects some stomach discomfort and slight headaches along with constipation but it has all been easily manageable If you are considering taking this medication please keep in mind that you still need to do the work by exercising and eating right but the medication really does help It has helped me get my motivation back to exercise and it definitely helps with cravings to eat making it easy to just eat what I need to be healthy Use the coupon they give you it drops cost to,8,I finishing second week taking Contrave lost lb It interesting experience drug definitely appetite suppressant yet help control urge eat I mild side effect stomach discomfort slight headache along constipation easily manageable If considering taking medication please keep mind still need work exercising eating right medication really help It helped get motivation back exercise definitely help craving eat making easy eat I need healthy Use coupon give drop cost,0.8712117843329906
Clonazepam,This medication changed my life My panic attacks were so out of control I was barely able to leave the house Within days a moderate does of this changed me into a new person That was years ago My dosage has never changed,9,This medication changed life My panic attack control I barely able leave house Within day moderate changed new person That year ago My dosage never changed,0.9789992302656174
Metaxalone,I have been taking this medicine due to lower back trouble When I first took it it worked great now all it does is put me to sleep,5,I taking medicine due lower back trouble When I first took worked great put sleep,0.7490711994469166
Venlafaxine,my gp started me on Venlafaxine yesterday to help with depression and the changea hour after taking them i was feeling very sick couldnt stomach food or fluids thought keep it up as she told me they did come with some side effects which would get bettertook another one last night and was so ill i couldnt stand being sick sweating shaking thought i was going to pass out Did get some sleep hopeing to feel better this morningtook another one and felt so spaced out dry mouth shaking sick so booked in to see gp again to make sure i should be feeling like this only to find out she had put me on the wrong dose should have been on mg was put on mg now on right dose hope this will be better,4,gp started Venlafaxine yesterday help depression changea hour taking feeling sick couldnt stomach food fluid thought keep told come side effect would get bettertook another one last night ill couldnt stand sick sweating shaking thought going pas Did get sleep hopeing feel better morningtook another one felt spaced dry mouth shaking sick booked see gp make sure feeling like find put wrong dose mg put mg right dose hope better,0.6098019123077393
Ledipasvir / sofosbuvir,At initial testing my VL was over million I received my meds on saturday days prior to testing to establish a baseline I started when I received my pills days and hours later I got my blood test to establish VL I had taken pills at this point and my VL was under VL weeks was VL weeks was and weeks was weeks til my st EOT test I feel cured My side effects were next to nothing,10,At initial testing VL million I received med saturday day prior testing establish baseline I started I received pill day hour later I got blood test establish VL I taken pill point VL VL week VL week week week til st EOT test I feel cured My side effect next nothing,0.9999999720603228
Ledipasvir / sofosbuvir,Side effects are light fatigue and a bit of a headache I did find it easier to take it an hour after dinner WAY better then the triplethreat approach My blood work does indicate that I am in the beggining stages of cirrhosis I also had Hep B in So far its like a miracle Other than the fatigue which is nothing if youve suffered Jaundice or the Sickie symptoms that Hep C can cause its business as usual,9,Side effect light fatigue bit headache I find easier take hour dinner WAY better triplethreat approach My blood work indicate I beggining stage cirrhosis I also Hep B So far like miracle Other fatigue nothing youve suffered Jaundice Sickie symptom Hep C cause business usual,0.9686747714877129
Symbyax,Helps against sadness and strongly counters moderate urges to drink at a stressful confusing time in my life,8,Helps sadness strongly counter moderate urge drink stressful confusing time life,0.9761909604072571
Tamsulosin,Year Old Male UK Normally I would go every hour even when drinking very small amounts of water or drinks I took this medication for only two weeks I noticed right away I would go less often to the toilet and it was much easier to dispense the urine Unfortunately I had to stop taking this as the medications side effects outweighed the benefits I found that I would have incredibly intense mood swings aggression feel clumsy and dizzy all the time Blurry vision Memory problems or mind blanks runny nose weakness tiredness I am now trying Betmiga lets see,4,Year Old Male UK Normally I would go every hour even drinking small amount water drink I took medication two week I noticed right away I would go le often toilet much easier dispense urine Unfortunately I stop taking medication side effect outweighed benefit I found I would incredibly intense mood swing aggression feel clumsy dizzy time Blurry vision Memory problem mind blank runny nose weakness tiredness I trying Betmiga let see,0.16675604954361914
Doxycycline,I battled a nasty UTI for over a month amp went through different antibiotics till my doctor finally gave me this one Makes you terribly sick to your stomach but in the end is completely worth it Felt completely back to normal in days,7,I battled nasty UTI month amp went different antibiotic till doctor finally gave one Makes terribly sick stomach end completely worth Felt completely back normal day,0.8805204331874847
Dulaglutide,Hey Guys Its been months since my last post as I wanted to give it a few months to see how this was going to work So I have been on Trulicity for six months now with Metformin When I hit the five month period the diarrhea gas sulphur belching finally subsided I now longer have any of those side effects However I still havent lost any weight at all but I think that was because when I first started Trulicity I was taking it with Glimepiride and that one has a side effect of weight gain so I think the two meds were fighting each other lol I have been back on the Metformin with Trulicity for about a week now so we will see what this does I was diagnosed as stage chronic kidney disease CKD so I am watching diet closely,10,Hey Guys Its month since last post I wanted give month see going work So I Trulicity six month Metformin When I hit five month period diarrhea gas sulphur belching finally subsided I longer side effect However I still havent lost weight I think I first started Trulicity I taking Glimepiride one side effect weight gain I think two med fighting lol I back Metformin Trulicity week see I diagnosed stage chronic kidney disease CKD I watching diet closely,1.0000000149011612
Intuniv,Intuniv did not work for my son he was bouncing off the walls while he was taking it and having major issues in class It seems to work the opposite on him,1,Intuniv work son bouncing wall taking major issue class It seems work opposite,0.3597067009657621
Buprenorphine,My pain management doctor put me on Butrans patches about weeks ago mg dose The first box of four was a lifesaver No more agony at work Able to sleep Did more in two weekends than I had in two years Im hoping to bump up to the ten mg dose soon to cut down on my Norco I have had chronic pain for many years and have been through many medicines including Oxycontin This patch is the best so far,8,My pain management doctor put Butrans patch week ago mg dose The first box four lifesaver No agony work Able sleep Did two weekend I two year Im hoping bump ten mg dose soon cut Norco I chronic pain many year many medicine including Oxycontin This patch best far,0.8802281428128481
Qvar,I got heart palpitations really bad like almost constant I was taking the mcg one puff twice a day I switched to flovemt and all is well,1,I got heart palpitation really bad like almost constant I taking mcg one puff twice day I switched flovemt well,0.06936794146895409
Opdivo,My mother died from lung cancer Her last hope of this medication Within a couple months she was gone,1,My mother died lung cancer Her last hope medication Within couple month gone,-0.018383428640663627
